aerosol_type,date,Absorption_Angstrom_Exponent_440-870nm,Asymmetry_Factor-Coarse[440nm],Lidar_Ratio[440nm],Depolarization_Ratio[440nm],Refractive_Index-Real_Part[1020nm],Refractive_Index-Real_Part[440nm],Asymmetry_Factor-Total[440nm],Asymmetry_Factor-Fine[440nm],Refractive_Index-Imaginary_Part[440nm],Single_Scattering_Albedo[440nm]
BBW,2007-08-27,-0.4835334236059087,1.8990459100774912,-0.03787388102318777,-0.8201061571149487,0.10777387033875174,0.29092259187222996,-0.23924241825448114,0.8370642297327793,-0.26645298257363287,0.9158531015530793
PD,2006-08-27,-0.6888841350932526,-0.1638879213015711,1.0696504276142742,0.6691696502654254,-0.8319384228747027,-0.1595650566100468,0.48925566488610805,1.443410762597858,-0.687280788400915,1.0669605301745455
UID,2011-04-08,-1.3225219186878188,-0.8920608361540323,-1.2652341892968175,-0.8258289802515449,-1.997274707280486,-0.37679625469240846,0.5938363143097564,1.5496633992685256,-1.18892761220616,1.5429489303321613
BBD,2000-08-02,-0.3915508169107434,1.0860223827216822,1.7984929774014466,-0.795485084693943,0.8404703365819084,1.101088125703987,-1.1216109484233265,-0.025404788472547627,3.6237361457279493,-1.554753356407892
MD,2000-06-18,-0.3037757105259459,-1.271517782080993,-0.5227085076115301,-0.7492393115224636,0.45561038867561865,-1.5204363513628716,1.0521588214122464,-1.0489052286538916,-0.1558773666095768,-1.0562855000000175
PD,2006-03-07,-0.2447313966825533,0.08596472614234028,0.9188168494055508,0.3031514620290562,1.4126713864098988,0.5223984586813023,-0.09171472247776902,-0.2570865946754774,0.8126398682335806,-1.285278442032943
UID,2010-12-29,-0.6393505891764835,-0.4597141347649267,1.4317781725058052,0.65293605491113,-0.20660145640056937,-0.2650607907572963,-0.1849553014819844,0.7279222496175359,-0.4506368929884805,0.9297162650022103
UI,2008-07-24,-0.57400353579332,1.4952125786607562,-0.900189501561022,0.22399572437885543,-0.482231793281201,2.162726601177238,-0.34399391619668745,0.7398556338440987,-0.13655181201027794,1.1665055577002492
MD,1999-06-01,0.15920235314097111,-0.6669346267330342,-0.280525346607467,-0.5262651407164316,0.5528928678609296,-0.7891700742231657,-0.010198623059746129,-0.8815014190809388,0.30935656736559125,-0.8653358557949108
PD,2003-03-12,-0.7083616032281533,-0.017576570100335424,-0.07654096357245746,-0.6427956368827814,1.1428530051901995,1.0957463749314706,-0.7445482679610189,0.17582017142079417,1.962846761775027,-0.9603974704967906
UID,2006-01-09,1.699677580195821,0.1375921709546669,1.3618105947272507,-0.21376172947564376,-0.6784210680427988,-0.7151071369518228,0.6430193315902657,1.1878423979182138,-0.6146608012323104,0.5330476157120323
UI,1995-08-20,-0.5823388455996023,-0.695607111493198,-2.0353865106691704,-0.2324269861614751,0.15100718222002363,1.6425594529934926,-0.3769676802788011,-0.3656150840593342,0.14839110852723766,-0.1619962397968169
BBD,1998-08-31,-1.4677072741736052,-0.00575964519363142,-0.8550755078754274,-0.8219329339918848,2.503575013927496,1.4251543392366908,-1.7926825732628755,-0.957910700173405,1.3039124081575968,-0.597739641805273
MD,1999-05-02,-0.07029656786896299,-1.3216177249305137,-0.5036721683876719,-0.3949792049211437,0.43299398604233547,-0.9299550836156879,0.3671630423100432,-0.4549472505580138,0.049587786632822324,-0.8312273060914731
PD,2002-09-17,-0.6950329521249363,0.5329499880083359,-0.15603217666444907,-0.8062032534497715,-0.3760383994345129,0.12710890151503734,-0.27285686428119493,0.60071197796191,0.19152145263482445,0.1275760155777651
UID,2004-04-20,-1.4758030274707916,-0.33967793885445213,-0.0004051584702786688,-0.7698293775815752,-1.7204782644775138,-0.6848372159075586,0.59618548143996,1.5254404103907275,-0.6643569675665859,0.9485930444210627
BBD,2006-08-02,-0.19757209368526643,1.112382399232597,2.0336112086876077,-0.8150623129945589,1.2056555594396114,0.7520937418995398,-0.9506556495390523,0.019221714729602928,3.1348061860351795,-1.5220134135399055
MD,2003-06-03,2.154268555587014,-0.5015507163017676,-0.6750019457554796,1.163272380059003,0.20546673250450595,-1.2314763782951443,1.23889625219852,-3.4040961464299366,-0.5726616842292697,-1.4741627278097742
BBD,2003-09-12,0.1401038189213081,2.5023031088605117,1.7311451456059201,-0.8129283789436247,1.031204019857905,0.7538743254903786,-1.2690318638759377,-0.16415264388287865,3.199729123872549,-1.4817180992408496
MD,2002-07-27,0.9720634323644114,-0.6746251748096594,0.27554883674804787,-0.49705589895111507,0.6084882010596873,-0.7692962634551782,0.3649420115687611,-0.5718469199216991,0.5216978989841005,-1.3311761885308082
PD,2013-03-04,1.5147238607975644,1.327632884157957,0.0739299174819505,-0.5281342690037051,0.2699156761635417,0.07003240773842219,-0.6690759348870605,-1.1847835306432404,0.9990751262822974,-1.1331376494786094
BBD,1997-08-19,-0.6635139830906558,1.9955012944371544,1.382741949330368,-0.8040693193988373,1.4033673042988757,0.9479579368918314,-1.5191327389832154,-0.537333118775556,3.3873028695315486,-1.7587483850468708
BBW,1999-10-20,0.013593489062992344,-0.5401837867777267,0.6368027969284371,-0.8114895900759493,-0.44581901526719225,-1.8475583007254486,-0.7247084837432194,0.12776999413705764,-0.6288836097791569,0.5934905871606176
MD,1999-03-28,0.003917489971013712,-1.2583536853043147,-0.6857393959723024,-0.7539389355917286,0.38229727543451075,-1.3177789758780893,0.9036273905889951,-1.154128784097726,0.03754867428498826,-1.413105033307266
PD,2002-06-03,-0.09964492805121786,0.6254699332832694,0.41686379226285725,0.9130201140858132,1.912765799877454,1.8453720666747033,-0.1717145412935718,0.05385425601730509,0.7944012078617418,-0.7538839847141208
UID,2004-02-01,-1.6010197227413714,-0.007149247673683668,-0.1769635312675664,-0.7769424910846893,-1.0947787425111346,-0.7151071369518228,0.11716894752686646,1.056693911567585,-0.5417061597449566,0.7748195015063765
MD,2001-05-20,1.4387200345875144,-1.1997888357442454,-1.5076224712275725,2.159108270494954,0.37526623103069534,0.22860216619286283,0.6197198648716228,-1.416267436610237,-1.2642248339247595,0.7471164729257745
PD,2010-05-01,-0.7081427552715814,0.5433348798249085,-0.2354434990900162,0.5673551301685811,2.1965403042636935,1.1545056334291601,-0.3999468060251464,-1.016746440315312,0.1548768047317731,-0.8949175847608236
BBD,1999-08-12,-0.5396962936461617,1.1019020385433476,0.6769079114733408,-0.7882426418544088,-0.5830542264048004,-0.7952333985395822,-1.1347022161580018,-0.1869903311091685,0.5763739191965536,-0.3710784988730737
PD,2004-03-25,-0.5014432919333647,0.49749921328822033,1.0461625716855856,-0.6205509910184979,0.8009279876100545,0.21791866464782983,-0.35238684967095557,0.23026252632506003,1.4386107714542014,-1.2122431848659008
UID,2007-03-13,-0.45297738558054496,0.8003370850669548,1.8734304225072638,-0.8084341845030208,-0.9947598598176247,-1.0089034294402623,0.3994961244475568,1.432150239173456,0.4860172531342348,0.11246527271561736
MD,2011-05-17,0.41936533707450196,-0.9733154544532743,-0.5406860224685863,-0.7593750404747176,0.09935780071991848,-1.0500440865225182,1.209083185709768,-1.267387089120305,0.2264404315990317,-1.6496057594834308
BBD,2000-09-27,0.48989688999206304,0.035854175640301036,0.3665309074758242,0.30444177134452655,-0.0438217839610445,-0.13317853844117555,-1.653312894247414,-0.7121977672430608,-0.1300762934083709,0.8755826610068644
BBW,2007-08-23,-0.1516821088360967,2.4427305323110944,0.6846573061164792,-0.8231453965208247,0.012407028700748161,0.36036535191495245,-1.1279536996748751,-0.028076441657601016,0.8549736395553708,-0.031086784474776304
MD,2000-07-30,-0.38714775746682056,-0.8935246922017207,0.19181516826523998,-0.6393035330268245,0.7790246026702548,-1.9183279591002576,0.08308466807411054,-1.2825858272397097,-0.23385541688519326,-0.767576402747752
PD,2006-06-15,-0.43320487797826523,0.8275244984743895,0.3168406778998685,0.008975720174137574,1.575492823352826,0.6096470546324171,-0.20964291241393077,-0.40697623336864924,0.6762682333432285,-1.2525384991649595
UID,2011-03-20,-0.9644217921932449,-0.9599392046262073,0.49039495874746675,0.6007540830261312,-0.3849776221722216,0.9198087399714849,0.9626769098163538,1.8633550632407314,-0.1345779036179284,0.5421666149215738
BBD,2006-08-06,1.0171810478285666,2.108865276912873,-0.08337588299936058,0.20835902528790295,-0.04097265691456708,-0.2640922717355998,-2.577560667528322,-1.5685516681581593,0.09036670141207455,0.9047037932640974
MD,2003-06-09,2.4237903512291687,-0.9352445895608487,-0.8872714464443444,2.168969632396998,0.14964223983835626,0.29982550982642414,1.3050146288813076,-1.0263248117343113,-0.960860693978492,-0.30559861313710396
BBD,2000-08-02,-0.35531770078230646,2.1810715676129964,1.738974430915483,-0.7966652148887778,1.6894678292128709,1.742098218406039,-1.2728973116083637,-0.16031337930584147,4.133916654661303,-1.6252701564312404
MD,2000-06-18,0.03700057566251497,-1.115054907418613,-0.18619214947550794,-0.6478654287511595,0.4149899616079661,-1.3061440053834767,1.4747099199412022,-0.5906078622878381,-0.053544887280524534,-1.2664204458266914
PD,2006-03-07,-0.9245736577453628,0.25617511846997276,0.46439873878520366,0.5413599335481102,1.1963514773285882,0.27311675596383767,-0.07104205173198608,-0.6962074281799386,0.2520938843284533,-1.0712095848192007
UID,2010-12-31,0.004554257908584695,-0.32975978374873494,1.501699151635871,0.6990932254796616,-0.0992419566315409,-0.7204488877243392,0.2512850345966056,0.7199864501567543,-1.077153069743884,1.1299219587668217
MD,2000-06-11,-0.24051431950934246,-1.2983233199977282,-0.4567856531421965,-0.3515820448197526,0.11985055194046063,-0.864482005478611,1.6646080483208376,0.24162199986742544,-0.15568289703969068,-1.0171101461863306
PD,2006-01-31,-0.055915864136199034,0.1889862474115652,0.3319400138540262,-0.7219775231060815,-0.7598317865142623,-1.3205055578370941,-0.5707526124556808,0.3355850318868598,-0.154678440111357,0.1300944727214559
UID,2010-12-10,-1.6912883008023,-1.106197517564844,-0.7345563767738006,0.39176285990585286,-0.20334294958218116,0.714921407387795,0.04129084922132789,0.7815532135544907,-0.7225131489106915,1.1443772953249145
MD,2007-07-21,0.8820780641730512,-0.8152083936503741,-0.2555290068277134,-0.730894394450927,0.26819540228795197,-0.8681820353547127,1.4204228031687054,-0.9146694986227606,0.384757663855062,-1.957499310077561
MD,2009-04-25,0.42105920447236483,-0.9975539404602938,-0.9922477821256273,2.3487374100211498,-0.2620633935744629,0.08971664610741785,1.367481118479871,-0.8927817325289322,-1.0465321995783206,-0.038642155905848775
UI,1995-09-27,0.581610571868158,0.30799350102764966,0.9268639541282124,0.4792327288298241,0.05107116948419247,0.5469819785875153,-1.4689886987858034,-0.4859582175282012,0.03317317568649972,0.8979310952005636
BBD,1998-09-23,-1.0335210338147887,1.3490179116372336,0.04880749204697418,-0.8238082093699785,1.3963892427156082,0.7431908239453416,-1.6179045387758166,-0.6466136290559498,1.1451189339110395,-0.4793721560517903
BBW,2001-09-18,0.0956403985297927,-0.47070366277510955,0.00878226816849378,-0.8285610624834228,-0.24578124988017222,-0.37501567110156964,-1.0057756528395279,0.0704778758354031,-0.5900637088042348,0.9687407015705921
MD,1999-05-15,2.7395214876274903,-1.201634567282637,-2.606838150556927,2.4384596371627008,0.2659432662261621,2.1819023653432787,1.408655611452874,-2.180953948242688,-1.2013098219998855,-0.04367907019323042
PD,2002-10-17,-0.3512536131739671,0.6672640842100324,-2.4384286257348995,-0.7342961424001107,-0.22252104460261415,1.0619152867055288,-0.055580260802291316,0.8175116864229206,0.09062317553190197,0.16535287273313024
UID,2004-11-05,-1.048629648298124,-0.42677737369192914,2.043038307325652,-0.5064663501287819,-2.55086759288643,-2.3852945451588363,1.1646839269489435,2.038259291755421,-1.2675713771122525,1.545467387475852
BBD,2000-09-28,-0.4941110748402183,1.1331097522556677,-0.1657788379681907,-0.8219491001589373,1.812746917183944,1.9539876657158841,-1.4557052264677495,-0.39997056501673556,1.3144540191982006,-0.12930661307872957
BBW,2007-08-23,-0.18845991321200137,1.9725251190799498,0.5625843678204371,-0.8179075583958043,0.6846269612222539,1.0494512015696569,-1.1995392289515867,-0.09227527819320155,1.4263958888198514,-0.2527110131195911
MD,2000-07-30,0.40813621827489105,-0.4845996875756332,0.488696760820549,-0.4593346449309238,0.7933270597697115,-1.1158568799961688,-0.1555266441599944,-0.8831835710863415,0.040784534204672714,-0.8749151776490287
PD,2006-06-26,-1.081828072762097,0.06469638284077679,1.0261100144131332,-0.5177826670655542,-1.2017756867879121,-1.3080414727012222,0.2849849048825996,1.1686658650566235,-0.77964538037573,0.9536299587084445
UID,2011-03-24,-2.5420853891523234,0.3843261685578523,-0.11672596878378572,-0.6147958355477966,-2.704384947718329,-1.2385987126584996,1.3272462923589496,2.234734645986449,-1.3723181788807928,1.7393885875400679
UI,2002-06-03,0.9268137084914021,0.5356867623583612,0.2073269503982374,0.1113267010698322,0.02631090535697648,0.4888470367394209,-0.6305923060813816,0.03224355025377966,0.348246913522695,0.06681941879317331
BBD,2003-09-19,0.06075441315625367,0.611976999278487,1.1449074353857882,-0.8069468971341879,1.5452545564919953,1.218606642699366,-1.4003716625190725,-0.43260431392154713,3.347980987078502,-1.652973185011845
PD,2013-04-16,-0.42710469382582017,-0.31701999307283524,-0.6780377910795956,1.447150273501459,2.3361015359290573,2.0679450155295815,-0.09530254136753155,-0.18091479386612486,-0.3042689205923072,-0.09404821306705247
MD,2011-05-20,2.3477382546764645,-0.8239384916739081,-0.7068783216586997,2.273079748215302,-1.6553496897003461,-0.3287204977397559,1.965151948533004,-2.3264304116746275,-1.0226044157877432,-0.4793721560517903
MD,2001-06-19,0.1831896371987306,-1.165388218623562,-0.30900548863980953,-0.6562731653588991,0.4893508136742837,-1.39050854671399,-0.030914005935165606,-1.5698775997388892,0.24970627520700706,-0.8834250491561211
PD,2010-06-24,-0.042937369763496575,0.741761627854367,0.04241623873304424,-0.4851431757864927,0.6520626738336673,0.9960336938444839,-0.5072610317457554,0.02294223916508325,0.9505174475583045,-0.7412916989956666
MD,2001-05-17,-0.9455709248290431,-1.5943192559013946,-1.162825708506121,-0.4912897370723462,0.20720216797716945,-1.2425503843386108,0.9851862021366569,-0.455164940817534,-0.4278155179955943,-0.5118688398681494
PD,2010-04-25,-0.09495156034130896,-1.8451371997245796,-0.9472058694594668,-0.040578641608682325,0.3375068537814246,-0.586440863934551,-0.4287988495969958,-0.17107915214041822,-0.0031099866695014715,-0.2507767619382429
UI,2005-08-15,-1.0948081882307739,-1.1808223530394102,-1.0178127953813432,-0.817713564391174,-2.1391619594736055,0.17874582564937147,0.38625536425914175,1.368663843487201,-0.4423138270764057,0.8654839586792572
MD,2006-03-17,1.2371967306962175,-1.1179614042089503,-1.591347889640042,2.134697358245631,0.5008713395295245,-0.08121937861313012,0.8844923565102553,-2.5469902246183036,-1.1052640325188277,0.12002064414668984
UI,2001-06-20,-0.24035605864708948,-0.21308621368693678,0.6211442263093102,-0.8245518530543949,-1.406465493230449,-0.8593344078097843,-0.4267700234390923,0.6356017895563194,-0.7403234979226837,1.1475511587726601
PD,2010-10-06,0.10622777633994955,0.18028797234558713,0.9256075560516008,1.018585184938845,0.7544075770549332,1.047670617978818,0.1788025505974486,0.8577645944110281,0.7398525539056015,-0.3458939274361627
MD,2007-05-17,-0.4765444842217272,-0.8966539496949688,-0.5661573641656725,-0.5700158435255341,0.12177906977997965,-0.613420801621211,1.6277901925711185,-0.3890860520406019,-0.08773874799639396,-1.3043159748688553
BBD,2003-08-21,-0.049491460788831966,1.0628234466615727,1.826215038650613,-0.808773674011124,2.08721733945916,1.38954266741991,-0.5888625554230609,0.1866848943733364,3.282723394922383,-1.6252701564312404
MD,2002-05-12,-0.48858357455378026,-0.9414288509797075,-0.5900180794894575,-0.9049426771083554,0.28977943079320145,-1.2505444887513304,1.3273103605534091,-1.200951979918698,-0.17199090442482234,-1.3093465316826491
PD,2012-04-13,0.44194695122893335,-0.716737555312009,-0.3527054632222494,-0.6874031991066222,0.646665601094246,-1.115044353753858,-0.3134333874392369,-1.4389468036477828,0.25519200472127124,-1.035903639092624
MD,2011-06-14,2.293280777601497,-1.0929167366104493,-1.7989837316763082,2.3626403136863274,-0.5784021853492888,0.8820763440307866,1.3282500274054911,-1.9827964420062552,-1.0647708599501589,-0.25019255597590023
MD,1999-06-01,1.5391634321122887,-0.14376520447211177,-0.14588914421519314,-0.7615499000520045,0.6360584602155028,-0.6074718762807025,-0.10290530044345986,-1.2844065094102628,0.9651535831664517,-1.5978204086993644
PD,2003-03-12,-0.45887979602408835,0.06973501778753147,0.8076090417431874,1.0035506495799904,2.2244525505967685,2.172999447389085,-0.8183334719141944,-0.051230769261376534,2.399235993424152,-1.2525384991649595
UID,2006-01-18,4.166958094915827,-0.10790073130373862,-0.7082364629879099,-0.802113213185481,-1.897255824586976,-0.6830566323167198,0.5149042987349546,1.4668025704847516,-0.33589375371411895,0.409643215671168
MD,2010-06-29,0.5236854547734123,-0.4420099627099085,0.2316794155194451,-0.9907926562639838,0.38346130597345773,-1.2352250274704855,1.6358200729434453,-1.1553557655604902,0.2349491406961352,-1.9416008776881342
BBD,1997-08-12,-0.33719222669022747,0.3042383920357517,1.3785077440098905,-0.8035843343872614,0.2682692867539179,0.2748973395546765,-1.0092566914051895,0.047442288373182234,2.0287736625686446,-0.9301759847724979
BBW,1999-08-28,-0.050577595091818806,0.9879970657891353,0.4624813627910249,-0.8231453965208247,-0.25741135251895125,-0.3910409234191191,-0.21408497389649503,0.8018973578080669,-0.3922830064233808,0.8478547586734186
MD,1999-03-22,1.7521994686771076,-1.1178871506413153,-0.8385381399256362,2.848756956955954,-0.5551419800717307,0.3389983488248825,1.789861368490264,-0.6378664386278572,-0.9846211506096944,-0.3912261560226031
PD,2002-05-19,0.028395716407126823,0.2717047217584956,1.6785770870988543,0.03455059645124255,0.9637494245529816,-0.4604836834618416,-0.2556438760362578,-0.28443640728096287,1.2334676740608626,-1.6907500421672101
UID,2004-01-08,-3.118610340465517,-0.22133896734709316,-0.7189418122887409,-0.33253455881059374,-0.1969348187972951,-0.20051847919934396,0.36045723795655554,1.1974405593608044,-1.1383948100750114,1.4145076160039154
UI,2006-07-16,-0.3104866361389197,-0.24267095656377535,-0.29982976347840223,0.30550311621597986,-0.47556061001526656,1.448061131093802,-0.38064092342784617,0.5581634272370197,-0.08229192337716826,0.6572706003360994
MD,2004-06-29,0.05624972404850153,-0.3705780306437068,0.3252365114208941,-0.6912123908794576,0.31007521431679436,-1.2025620075536083,0.6744127468756974,-0.9363791545042516,0.1554848510645546,-1.2007658920819553
UI,1993-07-30,-0.9590737077934227,0.8332314155298731,-0.48170261652290286,0.35233168618242283,-0.3715816242454523,0.7334106422931829,-0.7788247519971558,0.20299187381394435,0.1531913407616698,0.5333022301940483
PD,2001-03-18,-0.47524331168483475,0.14519785781113617,-0.38837368541767564,-0.8046421610463224,0.44078132233880024,-0.5895904858739777,0.3354279299874909,-1.0710898451016144,-0.03512286560904219,-0.7094474348736494
UID,2002-03-10,-3.897713929149477,-1.2313359943371907,-0.898536030410144,-0.3229965202496002,-1.7251303055330307,-0.9305577514433456,0.7307927580005571,1.4867707042900593,-1.4256955427213107,1.7519808732585247
MD,1999-05-23,2.814466375629538,-1.2233696472950581,-1.4286904928005502,3.0682935055293346,-0.17134859299197608,0.9568608548460256,1.8046824774753587,-0.2864351996638534,-1.18892761220616,0.16535287273313024
PD,2003-02-06,1.1198731517259979,1.0352329424583955,1.1163864674723802,-0.81053578621985,-0.0015490944657866794,-0.9768529248051632,-1.2360367437290058,-0.5256767948792963,2.6154226833362193,-2.720799013936871
UID,2005-12-22,-0.9425451277198542,0.43607029754789306,-0.11201241946476331,1.3711692883545603,2.503575013927496,2.144510109935659,0.054467541215280975,0.21288688561043162,0.19587195877856603,-0.3761154131604554
UI,2002-08-02,0.5929655508428837,0.10509032363497009,0.41561314120609244,0.27587855241057346,-0.06163873240799478,0.5519899486625978,-1.1288720104621341,-0.2433325282783594,0.026608285137468986,0.7059930244535807
PD,2013-10-18,0.48184381913622165,1.088101482615502,0.5803200957665894,-0.6550495915086005,-1.1366471120107444,-0.6118332886831584,0.48842277835812936,1.398329088853067,-0.34626803759534797,0.6488966443218214
UI,2009-07-07,0.36570769816950754,-0.4642966406533434,0.23463488376958272,0.2938786936807807,-0.04292507699507338,0.49285000375126314,-1.0942751854536994,-0.12473091688567789,-0.21461143540035035,0.9021080261935293
MD,2006-06-12,1.6110944117594066,-0.9432003289504616,-1.0851606271768697,2.69081350485272,-0.2388031882969048,0.9568608548460256,1.914132309677972,-0.6580126826455023,-0.9511557187347613,-0.6531456989664767
BBD,2000-08-26,-0.4897908540678909,0.46593083939023905,-0.08053549689366282,-0.7971017013991962,-0.7993741354861162,-1.2065482080233967,-1.7943056341891988,-0.7533808063400362,0.3797645069313226,-0.39878152745367557
BBW,2007-08-01,-1.2981841022691278,0.28046664273959,-0.9796229046150203,0.049706378397413105,0.29364405043022335,-0.7535187413538506,-1.4117971571977856,-1.0491031288898227,-0.8485609771441054,1.0926687951211826
MD,2000-06-27,1.719451708894075,-1.0785009368364735,-1.2652341892968175,2.5624541384556188,0.7148652280830793,1.0102783625711986,1.3409995981030434,-0.48740288925048797,-1.0828421931626226,0.03187464411750265
PD,2006-03-19,-0.19966654968445857,0.10905758567725675,-0.26172752834354845,0.8638749662461167,2.503575013927496,2.22285578793258,-0.28806238243304916,-0.9567232987578277,0.5649956723590763,-1.2676492420271044
UID,2011-02-01,-0.31460387538005624,-0.7800652408533266,0.9383101720130351,1.4043099308122502,-0.6202705548488985,-0.16668739097340213,0.36703490592112414,1.2956782364763184,-1.4389143883119095,1.8451637875750935
MD,1999-06-20,0.31694439374580075,-0.5480016266845871,0.20897269821083728,-1.0208054811018026,0.6328432117669235,-1.4826888611780544,1.3697448613507919,-1.2403341268687116,0.14710229976819125,-1.6160571259356802
PD,2003-05-20,-0.23012856414329488,2.2032627766837556,-1.2960719865365242,-0.8136235241268835,0.9823575887750281,1.2221678098810438,-0.45686071877050305,0.6527993200586125,0.29375834701274506,0.5607506442926341
UID,2006-03-16,0.051324497871965885,0.6596902203111225,1.9944647821397932,1.0198784783030475,-0.3178878862406126,-0.5566351973671506,0.27697638057509105,1.2608082149055027,-0.9954974159690476,1.3565831016990209
